Date,Open,High,Low,Close,Adjusted Close,Volume
21-05-2018,10616.7001953125,10621.7001953125,10505.7998046875,10516.7001953125,10516.7001953125,0
18-05-2018,10671.849609375,10674.9501953125,10589.099609375,10596.400390625,10596.400390625,223000
17-05-2018,10775.599609375,10777.25,10664.5,10682.7001953125,10682.7001953125,214100
16-05-2018,10751.9501953125,10790.4501953125,10699.7001953125,10741.099609375,10741.099609375,231100
15-05-2018,10812.599609375,10929.2001953125,10781.400390625,10801.849609375,10801.849609375,254300
14-05-2018,10815.150390625,10834.849609375,10774.75,10806.599609375,10806.599609375,171400
11-05-2018,10741.9501953125,10812.0498046875,10724.4501953125,10806.5,10806.5,203100
10-05-2018,10779.650390625,10785.5498046875,10705.0,10716.5498046875,10716.5498046875,192100
09-05-2018,10693.349609375,10766.25,10689.849609375,10741.7001953125,10741.7001953125,215400
08-05-2018,10757.900390625,10758.5498046875,10689.400390625,10717.7998046875,10717.7998046875,269800
07-05-2018,10653.150390625,10725.650390625,10635.650390625,10715.5,10715.5,168400
04-05-2018,10700.4501953125,10700.4501953125,10601.599609375,10618.25,10618.25,186500
03-05-2018,10720.150390625,10720.599609375,10647.4501953125,10679.650390625,10679.650390625,185200
02-05-2018,10783.849609375,10784.650390625,10689.7998046875,10718.0498046875,10718.0498046875,229700
30-04-2018,10705.75,10759.0,10704.599609375,10739.349609375,10739.349609375,173800
27-04-2018,10651.650390625,10719.7998046875,10647.5498046875,10692.2998046875,10692.2998046875,0
26-04-2018,10586.5,10628.400390625,10559.650390625,10617.7998046875,10617.7998046875,335100
25-04-2018,10612.400390625,10612.599609375,10536.4501953125,10570.5498046875,10570.5498046875,189200
24-04-2018,10578.099609375,10636.7998046875,10569.0,10614.349609375,10614.349609375,219200
23-04-2018,10592.7998046875,10638.349609375,10514.9501953125,10584.7001953125,10584.7001953125,194200
20-04-2018,10560.349609375,10582.349609375,10527.4501953125,10564.0498046875,10564.0498046875,244600
19-04-2018,10563.650390625,10572.2001953125,10546.2001953125,10565.2998046875,10565.2998046875,262600
18-04-2018,10578.900390625,10594.2001953125,10509.7001953125,10526.2001953125,10526.2001953125,205400
17-04-2018,10557.2998046875,10560.4501953125,10495.650390625,10548.7001953125,10548.7001953125,206100
16-04-2018,10398.2998046875,10540.150390625,10396.349609375,10528.349609375,10528.349609375,195000
13-04-2018,10495.2998046875,10519.900390625,10451.4501953125,10480.599609375,10480.599609375,213100
12-04-2018,10410.650390625,10469.900390625,10395.25,10458.650390625,10458.650390625,238600
11-04-2018,10428.150390625,10428.150390625,10355.599609375,10417.150390625,10417.150390625,250400
10-04-2018,10412.900390625,10424.849609375,10381.5,10402.25,10402.25,251700
09-04-2018,10333.7001953125,10397.7001953125,10328.5,10379.349609375,10379.349609375,221600
06-04-2018,10322.75,10350.4501953125,10290.849609375,10331.599609375,10331.599609375,200200
05-04-2018,10228.4501953125,10331.7998046875,10227.4501953125,10325.150390625,10325.150390625,236800
04-04-2018,10274.599609375,10279.849609375,10111.2998046875,10128.400390625,10128.400390625,231100
03-04-2018,10186.849609375,10255.349609375,10171.0498046875,10245.0,10245.0,205300
02-04-2018,10151.650390625,10220.099609375,10127.75,10211.7998046875,10211.7998046875,225400
