Date,Open,High,Low,Close,Adjusted Close,Volume
17-09-2013,5824.2001953125,5857.7998046875,5804.89990234375,5850.2001953125,5850.2001953125,157900.0
18-09-2013,5872.75,5916.89990234375,5840.2001953125,5899.4501953125,5899.4501953125,153600.0
19-09-2013,6044.14990234375,6142.5,6040.14990234375,6115.5498046875,6115.5498046875,287200.0
20-09-2013,6104.5498046875,6130.9501953125,5932.85009765625,6012.10009765625,6012.10009765625,318600.0
23-09-2013,5945.7998046875,5989.39990234375,5871.39990234375,5889.75,5889.75,188300.0
24-09-2013,5855.0,5938.39990234375,5854.5498046875,5892.4501953125,5892.4501953125,187600.0
25-09-2013,5901.5498046875,5910.5498046875,5811.10009765625,5873.85009765625,5873.85009765625,200200.0
26-09-2013,5872.7998046875,5917.64990234375,5864.10009765625,5882.25,5882.25,220600.0
27-09-2013,5905.5498046875,5909.2001953125,5819.2998046875,5833.2001953125,5833.2001953125,163100.0
30-09-2013,5801.0498046875,5810.2001953125,5718.5,5735.2998046875,5735.2998046875,155700.0
01-10-2013,5756.10009765625,5786.4501953125,5700.9501953125,5780.0498046875,5780.0498046875,159200.0
03-10-2013,5819.10009765625,5917.60009765625,5802.7001953125,5909.7001953125,5909.7001953125,199800.0
04-10-2013,5891.2998046875,5950.4501953125,5885.0,5907.2998046875,5907.2998046875,191500.0
07-10-2013,5889.0498046875,5912.0,5825.85009765625,5906.14990234375,5906.14990234375,156400.0
08-10-2013,5975.0,5981.7001953125,5913.0,5928.39990234375,5928.39990234375,158500.0
09-10-2013,5893.25,6015.5,5877.10009765625,6007.4501953125,6007.4501953125,192000.0
10-10-2013,6001.0498046875,6033.9501953125,5979.7998046875,6020.9501953125,6020.9501953125,159600.0
11-10-2013,6104.85009765625,6107.60009765625,6046.39990234375,6096.2001953125,6096.2001953125,180800.0
14-10-2013,6093.0,6124.10009765625,6082.89990234375,6112.7001953125,6112.7001953125,142200.0
15-10-2013,6147.5498046875,6156.2998046875,6056.5498046875,6089.0498046875,6089.0498046875,218300.0
17-10-2013,6098.5,6110.75,6032.5498046875,6045.85009765625,6045.85009765625,230600.0
18-10-2013,6070.89990234375,6201.4501953125,6070.89990234375,6189.35009765625,6189.35009765625,250300.0
21-10-2013,6202.0,6218.9501953125,6163.2998046875,6204.9501953125,6204.9501953125,197000.0
22-10-2013,6192.2998046875,6220.10009765625,6181.7998046875,6202.7998046875,6202.7998046875,161900.0
23-10-2013,6209.5498046875,6217.9501953125,6116.60009765625,6178.35009765625,6178.35009765625,188300.0
24-10-2013,6162.7998046875,6252.4501953125,6142.9501953125,6164.35009765625,6164.35009765625,148900.0
25-10-2013,6154.0,6174.75,6125.9501953125,6144.89990234375,6144.89990234375,144500.0
28-10-2013,6155.10009765625,6168.75,6094.10009765625,6101.10009765625,6101.10009765625,146300.0
29-10-2013,6107.5498046875,6228.0498046875,6079.2001953125,6220.89990234375,6220.89990234375,197300.0
30-10-2013,6230.7998046875,6269.2001953125,6222.60009765625,6251.7001953125,6251.7001953125,177600.0
31-10-2013,6237.14990234375,6309.0498046875,6235.89990234375,6299.14990234375,6299.14990234375,239600.0
01-11-2013,6289.75,6332.60009765625,6286.9501953125,6307.2001953125,6307.2001953125,191600.0
05-11-2013,6282.14990234375,6304.75,6244.2998046875,6253.14990234375,6253.14990234375,181100.0
06-11-2013,6260.5498046875,6269.7001953125,6208.7001953125,6215.14990234375,6215.14990234375,157100.0
07-11-2013,6228.89990234375,6288.9501953125,6180.7998046875,6187.25,6187.25,168800.0
08-11-2013,6170.14990234375,6185.14990234375,6120.9501953125,6140.75,6140.75,150100.0
11-11-2013,6110.39990234375,6141.64990234375,6067.75,6078.7998046875,6078.7998046875,146100.0
12-11-2013,6087.25,6108.7001953125,6011.75,6018.0498046875,6018.0498046875,153800.0
13-11-2013,5998.85009765625,6042.25,5972.4501953125,5989.60009765625,5989.60009765625,162500.0
14-11-2013,6037.0,6101.64990234375,6036.64990234375,6056.14990234375,6056.14990234375,154900.0
18-11-2013,6111.0498046875,6196.7998046875,6110.39990234375,6189.0,6189.0,164000.0
19-11-2013,6197.25,6212.39990234375,6180.2001953125,6203.35009765625,6203.35009765625,161500.0
20-11-2013,6186.85009765625,6204.35009765625,6106.9501953125,6122.89990234375,6122.89990234375,155800.0
21-11-2013,6096.5,6097.35009765625,5985.39990234375,5999.0498046875,5999.0498046875,137200.0
22-11-2013,6027.35009765625,6049.60009765625,5972.7998046875,5995.4501953125,5995.4501953125,134800.0
25-11-2013,6035.9501953125,6123.5,6035.9501953125,6115.35009765625,6115.35009765625,127200.0
26-11-2013,6099.25,6112.7001953125,6047.75,6059.10009765625,6059.10009765625,150700.0
27-11-2013,6062.7001953125,6074.0,6030.2998046875,6057.10009765625,6057.10009765625,124900.0
28-11-2013,6092.0,6112.9501953125,6068.2998046875,6091.85009765625,6091.85009765625,195300.0
29-11-2013,6103.89990234375,6182.5,6103.7998046875,6176.10009765625,6176.10009765625,190700.0
02-12-2013,6171.14990234375,6228.7001953125,6171.14990234375,6217.85009765625,6217.85009765625,145900.0
03-12-2013,6204.25,6225.39990234375,6191.39990234375,6201.85009765625,6201.85009765625,156900.0
04-12-2013,6187.9501953125,6209.14990234375,6149.89990234375,6160.9501953125,6160.9501953125,186200.0
05-12-2013,6262.4501953125,6300.5498046875,6232.0,6241.10009765625,6241.10009765625,186100.0
06-12-2013,6234.39990234375,6275.35009765625,6230.75,6259.89990234375,6259.89990234375,158500.0
09-12-2013,6415.0,6415.25,6345.0,6363.89990234375,6363.89990234375,198300.0
10-12-2013,6354.7001953125,6362.25,6307.5498046875,6332.85009765625,6332.85009765625,242400.0
11-12-2013,6307.2001953125,6326.60009765625,6280.25,6307.89990234375,6307.89990234375,148200.0
12-12-2013,6276.75,6286.85009765625,6230.5498046875,6237.0498046875,6237.0498046875,148500.0
13-12-2013,6201.2998046875,6208.60009765625,6161.39990234375,6168.39990234375,6168.39990234375,169700.0
16-12-2013,6168.35009765625,6183.25,6146.0498046875,6154.7001953125,6154.7001953125,146500.0
17-12-2013,6178.2001953125,6190.5498046875,6133.0,6139.0498046875,6139.0498046875,154200.0
18-12-2013,6129.9501953125,6236.0,6129.9501953125,6217.14990234375,6217.14990234375,243300.0
19-12-2013,6253.89990234375,6263.75,6150.7001953125,6166.64990234375,6166.64990234375,437000.0
20-12-2013,6179.9501953125,6284.5,6170.35009765625,6274.25,6274.25,172000.0
23-12-2013,6267.2001953125,6317.5,6266.9501953125,6284.5,6284.5,131200.0
24-12-2013,6296.4501953125,6301.5,6262.0,6268.39990234375,6268.39990234375,107600.0
