Date,SPY,TLT,MSFT,LSPY,LTLT,LMSFT
2002-07-31,66.150673,45.390499,17.484951000000002,0.0024163921932472115,0.012313569486848766,-0.0024978855514060714
2002-08-01,64.423592,45.648987,16.672291,-0.026455162926924417,0.005678606195386613,-0.04759244827613631
2002-08-02,62.979533999999994,46.116496999999995,16.183971,-0.022670084958440317,0.010189322268988103,-0.029726811862606287
2002-08-05,60.788078000000006,46.319992,16.030909,-0.03541613225263814,0.004402922069906234,-0.009502636780963556
2002-08-06,62.834404000000006,45.924011,16.643143,0.033109073644053466,-0.008585564795442726,0.03747962857895451
2002-08-07,63.930176,46.033978000000005,17.16062,0.017288729923373145,0.0023916802360442893,0.03061892417465293
2002-08-08,65.998276,46.033978000000005,17.823866,0.03183713268718772,0.0,0.037921121820037325
2002-08-09,66.245003,46.682972,17.535971,0.0037314151333824263,0.013999696921474509,-0.0162840887399305
2002-08-12,65.758827,46.968948,17.663523,-0.007366122608930289,0.006107229597995597,0.007247408630619619
2002-08-13,64.561493,47.546471000000004,17.149689000000002,-0.018375763528821747,0.01222086710989508,-0.029521626317244358
2002-08-14,66.919876,47.727924,18.115402,0.03587787368937971,0.0038090657913172885,0.054782476318035615
2002-08-15,67.848709,47.309937,18.137266,0.013784335675679618,-0.008796277414625919,0.0012062010250315895
2002-08-16,67.645515,46.781933,18.221083,-0.0029993035322999364,-0.011223276620086813,0.0046106135611419866
2002-08-19,69.227448,46.924934,18.949919,0.023116376077153968,0.0030520945921254333,0.03922032687202148
2002-08-20,68.49453000000001,47.447426,18.600075,-0.010643543313603825,0.01107310103734603,-0.01863404414387714
2002-08-21,69.481415,47.194477,19.051962,0.014305418673275748,-0.005345403976071948,0.024004475426278846
2002-08-22,70.156273,46.781933,19.398165,0.009665918477862594,-0.008779791653399458,0.0180083855713553
2002-08-23,68.646935,47.24395,19.030098000000002,-0.021748740757856204,0.009827522033866483,-0.019156642908395024
2002-08-26,69.125854,47.287952000000004,18.986366,0.006952329738201637,0.0009309450512886442,-0.00230068842226177
2002-08-27,68.327629,46.990963,18.527195000000003,-0.011614605259531527,-0.0063002418380798154,-0.024481489944113477
2002-08-28,66.83279399999999,47.227459,17.99514,-0.02212032071651536,0.005020175283427306,-0.029137931252351985
2002-08-29,66.861786,47.606918,18.432451,0.00043370494831510367,0.008002604901328574,0.024011031090506302
2002-08-30,66.600563,47.892925,17.885813,-0.003914562204764924,0.0059897031470101305,-0.030104923765325368
2002-09-03,64.060783,48.629211,17.135105,-0.038880663941737524,0.015256609772764131,-0.04287854564840723
2002-09-04,64.97509000000001,48.618153,17.568768,0.014171598652399656,-0.0002274200470391343,0.024993497102228767
2002-09-05,64.423592,48.883301,16.730593,-0.008524064245124903,0.005438865632041339,-0.04888382054021209
2002-09-06,65.30890699999999,48.308838,17.426651,0.013648526776094998,-0.011821320030393467,0.04076174140375893
2002-09-09,65.78780400000001,48.237064000000004,17.747334,0.00730604340215032,-0.0014868370740887618,0.018234606375448045
2002-09-10,66.542511,48.469032,18.144554,0.011406534970199767,0.004797390329855227,0.02213515313130396
2002-09-11,66.128876,48.214958,17.703608,-0.006235501860362126,-0.0052557736779424245,-0.024601999974128985
2002-09-12,64.909798,48.590569,17.182478,-0.018606921678384396,0.007760153713927165,-0.02987831697444298
2002-09-13,65.06942,49.037949,17.45944,0.0024561169500717604,0.009165009174028963,0.015990332946341175
2002-09-16,65.229088,49.120819,17.412069,0.0024508044239421253,0.0016884894009366591,-0.002716890120186765
2002-09-17,63.734253,49.214729,17.233498,-0.023183362651917165,0.0019099914620737191,-0.010308538540136697
2002-09-18,63.095631000000004,49.22575,17.401131,-0.010070613914076794,0.00022391195487874794,0.009680156181725613
2002-09-19,61.462925,49.557204999999996,17.200701000000002,-0.026217380347733278,0.006710798313675143,-0.01158506530520945
2002-09-20,61.483341,49.325207,17.295446,0.00033211257001746267,-0.0046924103285693455,0.0054930910537091815
2002-09-23,60.980412,49.767067,16.482794000000002,-0.008213562218776093,0.00891821149626308,-0.048126180910381386
2002-09-24,59.99639499999999,50.087429,16.632208,-0.016268220767138974,0.0064165983909405915,0.009024007543825008
2002-09-25,61.483341,49.479824,16.949253,0.024481782985915163,-0.01220506791668037,0.018882705568834677
2002-09-26,62.489243,49.36385,16.836281,0.01622816985977944,-0.002346615590565363,-0.006687620864533162
2002-09-27,60.317097,49.733952,16.490082,-0.03537883404563503,0.007469463767791529,-0.020777031924442302
2002-09-30,59.617363,49.932793,15.939807,-0.011668738736125811,0.0039901225592049745,-0.03393954388575215
2002-10-01,62.481949,49.313461,16.847214,0.04693084187935761,-0.012480874886020394,0.05536573649758394
2002-10-02,60.60866899999999,49.596203,16.621271,-0.030439763377510323,0.005717192005593621,-0.013502041250846947
2002-10-03,59.99639499999999,49.474251,16.326092000000003,-0.010153458565780826,-0.002461925966276992,-0.01791869643443201
2002-10-04,58.89574399999999,49.629471,15.950732,-0.018515647101406373,0.0031324782518992785,-0.023259842601719406
2002-10-07,57.67845500000001,49.712692,16.052773000000002,-0.020885123078620692,0.0016754420671817095,0.006376885643519635
2002-10-08,58.582291000000005,49.729324,16.395332,0.015548742642080615,0.00033450649582738673,0.021115052929593738
2002-10-09,56.927662,49.984352,16.030909,-0.028651075404285912,0.005115217216072953,-0.022477988978176888
2002-10-10,58.771824,49.590675,16.901875,0.03188118224446696,-0.007907184422295098,0.05290589133080761
2002-10-11,61.344871999999995,49.002945000000004,17.809278,0.04284902529542149,-0.0119224136782625,0.05229499493636606
2002-10-14,61.687443,48.930873999999996,17.962345000000003,0.005568811499767997,-0.0014718309516867064,0.008558064822713096
2002-10-15,64.654106,47.772053,19.055613,0.046971221234229685,-0.02396776415164599,0.059084081562956726
2002-10-16,63.086932999999995,47.794224,18.370491,-0.02453795030668949,0.000463992133914875,-0.036616076611193975
