Date,Open,High,Low,Close,Adj Close,Volume
2018-07-24,7.3,7.39,6.87,7.14,7.14,276500
2018-07-25,7.14,7.26,7.03,7.11,7.11,129300
2018-07-26,7.12,7.18,6.72,6.76,6.76,171500
2018-07-27,6.81,6.89,6.65,6.67,6.67,156500
2018-07-30,6.75,6.9,6.56,6.62,6.62,160900
2018-07-31,6.59,6.72,6.51,6.63,6.63,252700
2018-08-01,7.9,9.8,7.7,9.58,9.58,5835700
2018-08-02,9.35,10.02,9.27,10.02,10.02,2009300
2018-08-03,10.0,10.94,9.86,10.9,10.9,1002400
2018-08-06,10.9,11.53,10.47,10.58,10.58,1039300
2018-08-07,10.55,11.09,10.45,10.81,10.81,617600
2018-08-08,10.81,11.28,10.6,10.99,10.99,569400
2018-08-09,11.11,11.47,11.01,11.07,11.07,360000
2018-08-10,11.04,11.43,10.91,11.38,11.38,260600
2018-08-13,11.38,12.27,11.34,12.02,12.02,790700
2018-08-14,12.06,12.42,11.66,11.73,11.73,595800
2018-08-15,11.63,11.63,10.8,10.94,10.94,488800
2018-08-16,11.06,11.46,11.01,11.15,11.15,229300
2018-08-17,11.12,11.3,10.89,11.28,11.28,347100
2018-08-20,11.35,11.41,10.96,11.21,11.21,222300
2018-08-21,11.28,11.49,11.22,11.33,11.33,226200
2018-08-22,11.36,11.54,11.17,11.32,11.32,250300
2018-08-23,11.28,11.35,11.12,11.17,11.17,158800
2018-08-24,11.15,11.29,10.94,11.17,11.17,198400
2018-08-27,11.25,11.32,11.14,11.16,11.16,173100
2018-08-28,11.24,11.36,11.12,11.16,11.16,162500
2018-08-29,11.13,11.23,11.0,11.2,11.2,219400
2018-08-30,11.2,11.2,10.78,11.07,11.07,238800
2018-08-31,11.03,11.47,11.03,11.3,11.3,242900
2018-09-04,11.25,11.62,11.18,11.38,11.38,315200
2018-09-05,11.37,11.52,11.21,11.43,11.43,183700
2018-09-06,11.5,11.57,11.22,11.25,11.25,129400
2018-09-07,11.2,11.38,10.71,10.83,10.83,160100
2018-09-10,10.7,10.83,10.27,10.8,10.8,351600
2018-09-11,10.79,11.13,10.71,11.09,11.09,188800
2018-09-12,11.09,11.21,10.64,10.92,10.92,131300
2018-09-13,10.95,11.03,10.78,10.95,10.95,148600
2018-09-14,10.91,10.91,10.52,10.69,10.69,154600
2018-09-17,10.7,10.75,10.47,10.71,10.71,200300
2018-09-18,10.76,11.0,10.53,10.72,10.72,231100
2018-09-19,10.67,10.94,10.67,10.9,10.9,183100
2018-09-20,10.65,11.03,10.57,10.98,10.98,235300
